GO,Aeropyrum_pernix.CDS.fa.OUTPUT.daa.m8,Aquifex_aeolicus.CDS.fa.OUTPUT.daa.m8,Archaeoglobus_fulgidus.CDS.fa.OUTPUT.daa.m8,Hyperthermus_butyilicus.CDS.fa.OUTPUT.daa.m8,Methanococcus_jannaschii.CDS.fa.OUTPUT.daa.m8,Methanopyrus_kandleri.CDS.fa.OUTPUT.daa.m8,Methanothermus_fervidus.CDS.fa.OUTPUT.daa.m8,Pyrococcus_feriosus.CDS.fa.OUTPUT.daa.m8,Pyrodicitium_abyssi.CDS.fa.OUTPUT.daa.m8,Pyrolobus_fumarii.CDS.fa.OUTPUT.daa.m8,Sulfolobus_acidocaldarius.CDS.fa.OUTPUT.daa.m8,Thermocrinis_minervae.CDS.fa.OUTPUT.daa.m8,Thermocrinis_ruber.CDS.fa.OUTPUT.daa.m8,Thermotoga_maritima.CDS.fa.OUTPUT.daa.m8
 SRP-dependent cotranslational protein targeting to membrane [GO:0006614],3,3,3,3,3,3,3,3,3,3,4,0,3,4
 GMP synthase (glutamine-hydrolyzing) activity [GO:0003922],1,1,2,1,2,2,2,2,2,2,2,0,1,1
sarcosine oxidase activity [GO:0008115],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 transferase activity, transferring aldehyde or ketonic groups [GO:0016744],0,0,0,0,1,1,1,0,0,0,0,0,1,0
aconitate hydratase activity [GO:0003994],1,0,0,0,0,0,1,0,0,0,1,0,1,0
4-alpha-hydroxytetrahydrobiopterin dehydratase activity [GO:0008124],0,1,0,0,0,0,0,0,0,0,1,0,1,0
 sequence-specific DNA binding [GO:0043565],3,7,10,4,5,0,2,10,9,3,8,0,5,2
 regulation of protein kinase activity [GO:0045859],0,0,0,0,0,0,0,0,0,0,0,0,0,1
N-acetyltransferase activity [GO:0008080],5,1,4,4,2,2,0,6,5,6,4,0,1,2
GroEL-GroES complex [GO:1990220],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075],0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4-dihydroxy-2-naphthoyl-CoA synthase activity [GO:0008935],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 siroheme biosynthetic process [GO:0019354],1,2,1,1,2,1,1,0,0,1,1,0,1,1
voltage-gated potassium channel complex [GO:0008076],1,0,1,1,0,0,0,1,1,1,0,0,0,0
glucose-6-phosphate dehydrogenase activity [GO:0004345],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 phosphoglycerate dehydrogenase activity [GO:0004617],0,1,1,0,1,1,1,0,0,0,0,0,1,1
 phosphatidylinositol binding [GO:0035091],0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holliday junction resolvase complex [GO:0048476],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818],0,0,0,0,0,0,0,0,0,1,0,0,0,0
 potassium ion transport [GO:0006813],1,4,7,1,1,3,1,4,4,2,2,0,2,1
 proton-transporting ATPase activity, rotational mechanism [GO:0046961],1,0,2,1,6,2,3,3,3,1,1,0,0,0
 riboflavin reductase (NADPH) activity [GO:0042602],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 lytic transglycosylase activity [GO:0008933],0,2,0,0,0,0,0,0,0,0,0,0,2,0
 ferric iron binding [GO:0008199],1,1,1,0,0,0,0,2,0,0,1,0,1,2
 archaeosine synthase activity [GO:0002948],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 NAD+ synthase activity [GO:0008795],1,1,1,1,1,1,1,1,1,1,1,0,0,2
 glycine biosynthetic process from serine [GO:0019264],0,0,0,0,0,0,1,0,0,1,0,0,1,1
racemase activity, acting on amino acids and derivatives [GO:0036361],0,0,0,0,0,0,0,3,3,0,0,0,0,0
 S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity [GO:0030697],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 protein dephosphorylation [GO:0006470],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942],2,2,2,0,2,2,2,2,2,2,4,0,2,2
 3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691],0,0,2,0,0,0,0,0,0,0,0,0,0,0
 acetyl-CoA C-acetyltransferase activity [GO:0003985],0,0,0,0,0,0,0,0,0,0,1,0,0,0
asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066],1,0,1,0,3,1,2,2,2,1,0,0,1,0
 aminodeoxyfutalosine synthase activity [GO:0102573],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 hydrogen dehydrogenase (NADP+) activity [GO:0050583],0,0,0,0,0,0,0,2,0,0,0,0,0,0
 regulation of DNA-templated transcription, elongation [GO:0032784],0,1,0,0,0,0,0,0,0,0,0,0,1,2
 acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772],0,1,0,0,0,0,0,0,0,0,0,0,1,2
 alpha-1,4-glucosidase activity [GO:0004558],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 intrinsic component of plasma membrane [GO:0031226],1,0,1,1,0,1,1,1,1,1,0,0,1,1
phosphoenolpyruvate carboxylase activity [GO:0008964],0,0,1,0,0,1,0,1,1,1,0,0,0,0
 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628],0,1,1,1,3,2,2,4,4,1,0,0,2,2
cofactor binding [GO:0048037],2,3,3,3,1,2,1,5,6,2,2,0,2,1
oxaloacetate decarboxylase activity [GO:0008948],0,0,0,0,0,0,1,0,0,0,0,0,0,1
aminoacyl-tRNA synthetase multienzyme complex [GO:0017101],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 protein-glutamate methylesterase activity [GO:0008984],0,0,1,0,0,0,0,0,1,0,0,0,0,1
 carotenoid biosynthetic process [GO:0016117],0,0,0,0,0,0,0,0,0,0,1,0,0,0
defense response to fungus [GO:0050832],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 one-carbon metabolic process [GO:0006730],3,7,11,4,16,18,17,3,3,4,4,0,3,5
DNA repair [GO:0006281],1,0,2,1,0,1,0,1,1,1,2,0,0,0
N-acetyldiaminopimelate deacetylase activity [GO:0050118],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 protein metabolic process [GO:0019538],0,1,0,0,0,0,0,0,0,0,0,0,1,0
small nucleolar ribonucleoprotein complex [GO:0005732],0,0,1,0,0,0,1,0,0,0,0,0,0,0
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines [GO:0016814],0,0,0,0,0,1,0,0,0,0,0,0,0,0
 pseudouridylate synthase activity [GO:0004730],0,0,0,0,0,0,0,0,0,0,1,0,0,1
 cellular manganese ion homeostasis [GO:0030026],0,0,0,0,0,0,0,0,0,0,0,0,0,1
dihydrofolate reductase activity [GO:0004146],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 lipid-A-disaccharide synthase activity [GO:0008915],0,1,0,0,0,0,0,0,0,0,0,0,0,0
small protein activating enzyme activity [GO:0008641],1,1,2,0,1,1,0,3,1,0,1,0,0,0
 TTP catabolic process [GO:0046047],0,1,0,0,0,0,0,0,0,0,0,0,0,2
ornithine cyclodeaminase activity [GO:0008473],1,0,0,0,0,0,0,0,0,0,0,0,0,0
formate dehydrogenase (NAD+) activity [GO:0008863],0,0,0,0,0,1,2,1,1,0,0,0,0,0
 regulation of protein kinase A signaling [GO:0010738],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 cellular aromatic compound metabolic process [GO:0006725],1,1,2,1,1,1,0,2,2,1,4,0,0,0
 spermidine-importing ATPase activity [GO:0015595],0,0,0,0,0,0,0,0,0,0,0,0,0,1
transferase activity, transferring glycosyl groups [GO:0016757],2,7,4,3,5,0,1,2,3,3,4,11,4,13
 corrin biosynthetic process [GO:0046140],0,0,0,0,0,0,2,0,0,0,1,0,0,0
 cyanate metabolic process [GO:0009439],0,1,0,0,0,0,0,0,0,0,0,0,0,0
acylphosphatase activity [GO:0003998],1,0,1,0,3,0,1,1,1,0,1,0,1,1
 phosphoribosylformylglycinamidine synthase activity [GO:0004642],0,3,3,0,3,3,3,3,3,3,3,0,3,3
 large ribosomal subunit rRNA binding [GO:0070180],0,1,0,4,2,2,6,0,0,6,4,0,2,2
 glycerol ether metabolic process [GO:0006662],1,1,2,0,0,0,0,1,0,1,3,0,1,0
(R)-2-methylmalate dehydratase activity [GO:0047508],0,0,0,0,2,0,0,0,0,0,0,0,0,0
primary metabolic process [GO:0044238],0,0,1,0,0,0,0,0,0,0,1,0,0,0
small ribosomal subunit [GO:0015935],9,6,9,9,5,9,9,9,9,8,9,0,7,4
 phosphotransferase activity, carboxyl group as acceptor [GO:0016774],0,0,0,0,1,1,1,1,1,0,0,0,0,0
hydro-lyase activity [GO:0016836],1,3,4,0,2,2,2,0,1,0,0,0,3,0
 glutamate dehydrogenase (NAD+) activity [GO:0004352],1,0,0,0,0,0,0,1,1,0,0,0,0,0
 gluconeogenesis [GO:0006094],3,3,5,2,7,3,3,5,5,2,3,0,1,2
ketol-acid reductoisomerase activity [GO:0004455],0,1,1,0,1,1,0,1,1,0,1,0,0,0
 pyridoxine biosynthetic process [GO:0008615],0,2,0,0,0,0,0,0,0,0,0,0,2,0
ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404],0,1,0,0,0,0,0,0,0,0,0,0,0,0
phosphoric diester hydrolase activity [GO:0008081],0,0,0,1,0,0,0,0,0,0,0,0,0,0
4 iron, 4 sulfur cluster binding [GO:0051539],9,19,31,12,81,19,17,17,16,10,11,1,18,23
 deoxyhypusine synthase activity [GO:0034038],0,0,0,0,1,0,0,0,0,0,0,0,0,0
5'-3' exonuclease activity [GO:0008409],0,1,0,0,0,0,1,0,0,1,0,0,1,1
 phosphorus metabolic process [GO:0006793],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 mRNA binding [GO:0003729],0,1,0,0,1,0,0,0,0,0,0,0,1,0
chloride channel complex [GO:0034707],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 aspartyl-tRNA aminoacylation [GO:0006422],1,0,1,1,1,1,1,1,1,1,1,0,0,0
 DNA integration [GO:0015074],1,1,9,0,2,1,0,1,1,0,5,0,1,1
tetrahydrodipicolinate N-acetyltransferase activity [GO:0047200],0,0,0,0,0,1,0,0,0,0,0,0,0,1
 nucleoside catabolic process [GO:0009164],0,0,0,0,0,0,0,0,0,0,0,0,0,1
S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],0,0,1,0,0,0,0,0,1,0,0,0,0,0
 mannosyl-3-phosphoglycerate synthase activity [GO:0050504],1,0,0,0,0,0,1,1,1,0,0,0,0,0
plasma membrane respiratory chain complex I [GO:0045272],0,1,0,0,0,0,0,0,0,0,0,0,0,0
asparaginase activity [GO:0004067],1,0,1,1,1,1,1,3,3,1,1,0,0,0
 carboxylic ester hydrolase activity [GO:0052689],0,0,0,0,0,0,0,0,0,0,0,0,0,1
peroxidase activity [GO:0004601],0,0,0,0,0,0,0,0,0,0,0,2,1,1
 pantothenate kinase activity [GO:0004594],0,1,0,0,0,0,0,0,0,0,0,1,1,1
 fluoride transmembrane transporter activity [GO:1903425],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 misfolded or incompletely synthesized protein catabolic process [GO:0006515],0,0,0,0,1,0,0,0,0,0,0,0,1,1
 malate metabolic process [GO:0006108],0,0,0,1,0,0,0,0,0,0,1,0,0,1
 purine nucleobase biosynthetic process [GO:0009113],0,2,2,0,2,2,2,2,2,2,2,0,2,2
 lysine biosynthetic process via aminoadipic acid [GO:0019878],4,0,0,0,0,0,0,5,5,4,4,0,0,0
 acetate kinase activity [GO:0008776],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 glutaminase activity [GO:0004359],0,1,1,0,2,1,1,1,1,1,1,0,1,1
chorismate synthase activity [GO:0004107],1,0,1,0,0,1,0,1,1,1,1,0,1,1
 O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 copper ion import [GO:0015677],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 double-strand break repair via homologous recombination [GO:0000724],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 mechanically-gated ion channel activity [GO:0008381],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 deoxyribonucleotide biosynthetic process [GO:0009263],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 FtsZ-dependent cytokinesis [GO:0043093],0,1,0,0,0,1,1,0,0,0,0,0,2,2
 D-ribose catabolic process [GO:0019303],0,0,0,0,0,0,0,0,0,0,1,0,0,2
 glutamate formimidoyltransferase activity [GO:0030409],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 maintenance of CRISPR repeat elements [GO:0043571],2,1,4,2,3,2,2,3,0,2,4,0,2,2
 cell septum assembly [GO:0090529],0,0,0,0,1,1,1,1,0,0,0,0,3,2
 protein N-linked glycosylation [GO:0006487],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 pentose-phosphate shunt, oxidative branch [GO:0009051],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 protein unfolding [GO:0043335],1,0,0,1,1,0,1,0,0,1,1,0,1,1
 cellular response to stress [GO:0033554],0,0,0,0,0,0,0,0,0,0,0,0,1,1
 DNA-dependent DNA replication [GO:0006261],0,4,1,0,2,1,2,0,0,0,0,0,2,5
 cysteine metabolic process [GO:0006534],0,0,0,1,0,0,0,0,0,1,0,0,0,1
4-aminobutyrate transaminase activity [GO:0003867],0,0,0,0,0,0,0,3,0,0,0,0,0,0
deoxyribonuclease IV (phage-T4-induced) activity [GO:0008833],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 racemase and epimerase activity, acting on amino acids and derivatives [GO:0016855],0,0,0,0,0,0,0,0,0,0,0,0,0,1
alanine-glyoxylate transaminase activity [GO:0008453],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 ion transport [GO:0006811],0,0,0,0,3,0,0,0,0,0,0,0,0,0
nickel cation binding [GO:0016151],0,2,2,2,3,4,2,1,1,3,0,0,2,0
 regulation of ruffle assembly [GO:1900027],0,0,0,0,0,0,0,0,0,0,0,0,0,1
adenine deaminase activity [GO:0000034],0,0,1,0,1,1,1,0,0,0,0,0,0,0
 dethiobiotin synthase activity [GO:0004141],0,1,0,0,1,0,0,0,0,0,0,0,1,0
catalase activity [GO:0004096],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 bacterial-type flagellum-dependent cell motility [GO:0071973],0,10,0,0,0,0,0,0,0,0,0,0,15,18
tRNA binding [GO:0000049],1,2,1,3,2,2,3,3,3,2,1,0,2,0
 metalloaminopeptidase activity [GO:0070006],1,0,0,1,0,1,1,0,0,1,1,0,1,2
 threonine synthase activity [GO:0004795],2,2,1,0,1,1,1,1,1,1,1,0,1,1
 regulation of cell shape [GO:0008360],0,17,1,0,0,0,0,1,1,0,0,0,16,14
 tetrahydromethanopterin S-methyltransferase activity [GO:0030269],0,0,0,0,7,7,8,0,0,0,0,0,0,0
magnesium ion binding [GO:0000287],2,0,8,8,3,4,10,6,7,9,9,0,4,1
 fucose metabolic process [GO:0006004],0,0,0,0,0,0,0,2,1,0,0,0,0,3
 IMP biosynthetic process [GO:0006188],0,0,1,0,0,0,0,1,1,1,1,0,0,0
 iron ion transmembrane transporter activity [GO:0005381],1,0,1,0,0,0,0,1,0,0,0,0,0,1
 intracellular sequestering of iron ion [GO:0006880],0,0,0,0,0,0,0,0,0,0,0,0,0,1
mannose-6-phosphate isomerase activity [GO:0004476],0,0,1,0,0,0,0,0,0,0,0,0,0,1
indolepyruvate ferredoxin oxidoreductase activity [GO:0043805],0,0,1,0,0,0,0,1,1,0,0,0,0,0
 maturation of LSU-rRNA [GO:0000470],0,1,0,0,3,0,0,0,0,0,0,0,0,1
 methionine adenosyltransferase activity [GO:0004478],1,2,1,1,1,1,1,1,1,1,1,0,1,1
7,8-dihydromonapterin aldolase activity [GO:0102083],0,0,1,0,1,1,1,0,0,0,0,0,0,0
 transcription, DNA-templated [GO:0006351],18,27,32,18,42,20,18,29,24,19,25,1,26,38
 ketol-acid reductoisomerase activity [GO:0004455],0,0,0,0,0,0,1,0,0,1,0,0,1,1
 diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 dihydroxy-acid dehydratase activity [GO:0004160],1,1,1,0,1,1,1,1,1,1,1,0,1,1
aspartate ammonia-lyase activity [GO:0008797],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 protein-glutamine N-methyltransferase activity [GO:0036009],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462],0,1,0,0,3,0,0,0,0,0,0,0,0,0
cell cycle [GO:0007049],0,1,1,0,0,1,0,0,0,0,1,0,3,2
 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207],4,4,7,6,6,6,6,6,5,6,6,0,4,4
 magnesium-importing ATPase activity [GO:0015444],0,0,0,0,0,0,1,0,0,0,0,0,0,0
prephenate dehydratase activity [GO:0004664],1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell envelope Sec protein transport complex [GO:0031522],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 aromatic amino acid family biosynthetic process [GO:0009073],8,7,8,0,7,7,6,7,7,5,7,0,7,6
regulation of TOR signaling [GO:0032006],0,0,0,0,0,0,0,0,0,1,0,0,0,0
copper ion binding [GO:0005507],0,2,0,0,0,0,0,0,0,0,2,0,1,0
nitrate reductase activity [GO:0008940],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 glucosamine-6-phosphate deaminase activity [GO:0004342],0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNA polymerase III complex [GO:0009360],0,3,0,0,0,0,0,0,0,0,0,0,2,2
 lipopolysaccharide biosynthetic process [GO:0009103],0,4,0,0,0,0,0,0,0,0,0,0,2,2
rRNA (pseudouridine) methyltransferase activity [GO:0070037],0,0,0,2,0,1,1,0,0,2,1,0,0,0
 hydrogen sulfide biosynthetic process [GO:0070814],2,1,2,2,0,0,0,0,2,2,0,0,2,0
 cell redox homeostasis [GO:0045454],13,13,12,7,3,1,4,9,4,8,12,0,13,8
 anaerobic glycerol catabolic process [GO:0019588],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 RNA catabolic process [GO:0006401],4,1,3,5,2,5,5,5,5,4,5,0,1,0
alpha-1,4-glucosidase activity [GO:0004558],0,0,0,0,0,0,0,0,0,0,0,0,0,4
 AMP binding [GO:0016208],1,0,1,0,0,0,1,0,0,1,2,0,1,0
 protein disulfide oxidoreductase activity [GO:0015035],1,1,4,0,1,0,1,2,1,2,3,0,2,2
cobalt ion binding [GO:0050897],0,0,1,0,1,1,1,1,0,0,1,0,0,0
 cation binding [GO:0043169],0,1,0,0,0,0,0,1,0,0,0,0,1,1
 coenzyme F420-2 alpha-glutamyl ligase activity [GO:0043774],0,0,0,0,1,0,0,0,0,0,0,0,0,0
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813],1,0,0,0,1,1,1,0,0,2,3,0,0,0
 tungstate binding [GO:1901359],0,0,1,0,1,0,0,1,1,0,0,0,0,0
 glycine catabolic process [GO:0006546],2,1,0,1,0,0,0,2,2,1,2,0,2,0
 phosphoglucomutase activity [GO:0004614],0,0,0,0,0,0,1,0,0,0,0,0,0,1
 riboflavin transport [GO:0032218],0,0,0,0,0,0,0,0,0,0,0,0,0,3
 UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977],1,1,0,1,1,1,1,1,1,1,1,0,1,1
 phosphopantothenoylcysteine decarboxylase activity [GO:0004633],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 methylenetetrahydromethanopterin dehydrogenase activity [GO:0030268],0,0,0,0,0,0,1,0,0,0,0,0,0,0
thymidylate synthase activity [GO:0004799],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655],0,0,0,0,0,0,0,0,0,0,0,0,2,0
 peptidoglycan catabolic process [GO:0009253],0,1,0,0,0,1,0,0,0,0,0,0,1,0
metallopeptidase activity [GO:0008237],4,3,4,5,2,3,2,9,11,4,7,0,3,1
 L-seryl-tRNASec selenium transferase activity [GO:0004125],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 coenzyme binding [GO:0050662],1,0,2,1,0,0,3,0,2,0,3,0,0,1
 D-alanine-D-alanine ligase activity [GO:0008716],0,1,0,0,0,0,0,0,0,0,0,0,1,1
phycobilisome [GO:0030089],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 serine-type peptidase activity [GO:0008236],1,2,1,0,0,0,2,0,0,0,2,0,1,2
 purine-containing compound salvage [GO:0043101],1,0,0,2,0,0,0,1,1,1,1,0,0,0
3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849],1,0,0,0,0,0,0,0,0,0,1,0,0,0
alanine racemase activity [GO:0008784],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 exoribonuclease activity, producing 5'-phosphomonoesters [GO:0016896],1,0,1,1,0,1,0,1,1,0,1,0,0,0
6-phosphogluconolactonase activity [GO:0017057],0,0,0,0,0,0,0,0,0,0,0,0,1,0
acetyl-CoA C-acyltransferase activity [GO:0003988],2,0,0,0,0,0,0,0,0,0,0,0,0,0
uridylate kinase activity [GO:0009041],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 protein import [GO:0017038],0,3,0,0,0,0,0,0,0,0,0,0,1,1
 non-phosphorylated glucose catabolic process [GO:0019595],0,0,0,0,0,0,0,0,0,0,1,0,0,0
inositol-3-phosphate synthase activity [GO:0004512],1,1,0,1,0,0,1,1,1,1,2,0,0,1
 porphobilinogen synthase activity [GO:0004655],1,1,1,1,1,1,1,0,0,1,1,1,1,0
 anaerobic respiration [GO:0009061],0,2,0,0,1,0,0,0,0,0,0,0,0,1
 monosaccharide transmembrane transporter activity [GO:0015145],0,0,0,0,0,0,0,0,0,0,0,0,0,4
 mismatch repair [GO:0006298],0,3,0,0,0,0,1,1,1,1,0,0,3,3
 polyprenyltransferase activity [GO:0002094],0,1,1,0,1,0,0,0,0,0,0,0,0,1
 intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861],1,0,0,1,0,0,0,0,0,2,0,0,0,0
 ribosomal small subunit assembly [GO:0000028],0,2,0,0,6,0,0,0,0,0,0,0,0,2
 4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase activity [GO:0033942],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 aldehyde-lyase activity [GO:0016832],1,2,0,0,2,0,0,0,0,0,1,0,1,3
L-rhamnose isomerase activity [GO:0008740],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 cobalt ion transport [GO:0006824],0,0,4,0,6,1,3,0,1,0,0,0,0,1
 L-allo-threonine aldolase activity [GO:0008732],0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mo-molybdopterin cofactor biosynthetic process [GO:0006777],2,1,4,2,0,2,3,2,1,4,3,0,1,0
 nucleotide biosynthetic process [GO:0009165],1,1,2,1,1,1,1,1,1,1,1,0,2,2
 6-phosphofructokinase activity [GO:0003872],0,1,0,0,0,0,0,0,0,0,0,0,0,2
intramolecular transferase activity, phosphotransferases [GO:0016868],1,1,0,0,0,0,0,1,1,0,0,0,1,0
DNA-directed 5'-3' RNA polymerase activity [GO:0003899],2,0,1,2,1,1,2,0,2,3,4,4,0,0
protein tyrosine/serine/threonine phosphatase activity [GO:0008138],0,0,0,0,0,0,0,0,0,2,0,0,0,1
 electron carrier activity [GO:0009055],5,14,7,5,6,1,5,6,4,6,6,0,13,6
orotate phosphoribosyltransferase activity [GO:0004588],1,1,1,1,1,1,0,1,1,0,1,0,0,1
small-subunit processome [GO:0032040],1,0,0,1,1,0,0,2,0,0,0,0,0,0
ferrochelatase activity [GO:0004325],1,1,1,1,1,1,1,0,0,1,1,0,1,0
 mannose-6-phosphate isomerase activity [GO:0004476],1,1,1,1,0,0,0,0,0,1,1,0,1,0
ribosomal subunit [GO:0044391],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 spermidine synthase activity [GO:0004766],1,2,0,0,1,0,0,1,1,0,1,0,0,1
ribonuclease III activity [GO:0004525],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 aldehyde ferredoxin oxidoreductase activity [GO:0033726],0,0,0,0,0,0,0,1,1,0,0,0,0,0
N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992],0,0,0,1,0,0,0,0,0,0,0,0,0,0
 hexulose-6-phosphate synthase activity [GO:0043801],0,0,0,0,0,0,1,1,1,0,0,0,0,0
helicase activity [GO:0004386],1,0,1,1,0,0,2,1,1,1,0,7,0,2
 molybdopterin molybdotransferase activity [GO:0061599],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 carbonyl sulfide nitrogenase activity [GO:0018697],0,0,0,0,1,0,1,0,0,0,0,0,0,0
 (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626],0,0,0,0,0,0,1,0,0,0,0,0,0,0
acetyltransferase activity [GO:0016407],0,0,0,0,0,0,1,0,0,0,0,0,0,0
phosphoglycolate phosphatase activity [GO:0008967],0,0,0,0,0,0,0,0,0,1,0,0,0,0
tetrahydromethanopterin S-methyltransferase activity [GO:0030269],0,0,0,0,1,1,1,0,0,0,0,0,0,0
 succinate dehydrogenase (ubiquinone) activity [GO:0008177],0,2,2,0,0,0,0,0,0,0,1,0,1,0
 fumarate metabolic process [GO:0006106],1,0,0,0,0,0,0,0,0,0,1,0,0,0
 oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639],0,0,0,0,0,0,2,0,0,1,0,0,1,0
 ribonuclease activity [GO:0004540],1,1,6,3,3,1,0,3,4,5,2,0,0,0
 pyruvate synthase activity [GO:0019164],0,0,0,1,2,0,1,1,2,0,0,0,0,0
 DNA N-glycosylase activity [GO:0019104],0,1,1,0,0,0,1,1,1,0,0,0,2,0
transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765],0,0,1,1,1,0,0,0,0,2,0,0,0,0
 magnesium ion transmembrane transport [GO:1903830],0,0,0,0,0,0,0,0,0,0,0,0,0,1
orotidine-5'-phosphate decarboxylase activity [GO:0004590],2,0,1,2,1,2,1,1,1,2,2,0,1,0
 protein tyrosine/serine/threonine phosphatase activity [GO:0008138],0,0,0,1,0,0,0,1,1,0,1,0,0,0
tungstate binding [GO:1901359],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448],0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 small protein activating enzyme activity [GO:0008641],0,0,0,1,0,0,0,0,0,1,0,0,1,0
 tRNA (guanine-N1-)-methyltransferase activity [GO:0009019],0,0,0,0,1,0,0,0,2,0,0,0,0,0
 tRNA adenylyltransferase activity [GO:0004810],1,0,1,1,1,2,1,2,0,0,1,0,1,2
 branched-chain amino acid biosynthetic process [GO:0009082],0,0,0,0,0,1,1,0,0,0,0,0,1,1
 NADH dehydrogenase (ubiquinone) activity [GO:0008137],3,18,4,5,2,0,2,3,5,4,6,0,15,7
 ribonucleoside binding [GO:0032549],1,1,2,1,2,2,2,1,1,1,1,0,1,1
